**ACTUATORS**
Actuator,Schedule:Compact,Schedule Value,THERMAL ZONE 2 THERMOSTAT SCHEDULE
Actuator,Schedule:Compact,Schedule Value,THERMAL ZONE 3 THERMOSTAT SCHEDULE
Actuator,Schedule:Compact,Schedule Value,THERMAL ZONE 4 THERMOSTAT SCHEDULE
Actuator,Schedule:Compact,Schedule Value,THERMAL ZONE 5 THERMOSTAT SCHEDULE
Actuator,Schedule:Compact,Schedule Value,THERMAL ZONE 6 THERMOSTAT SCHEDULE
Actuator,Schedule:Compact,Schedule Value,CLOTHING INSULATION SCHEDULE2
Actuator,Schedule:Compact,Schedule Value,AIR VELOCITY SCHEDULE
Actuator,Schedule:Compact,Schedule Value,WORK EFFICIENCY
Actuator,Schedule:Compact,Schedule Value,HTG-SETP-SCH
Actuator,Schedule:Compact,Schedule Value,CLG-SETP-SCH
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 27
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 28
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 29
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 30
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 31
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 1
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 10
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 11
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 12
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 13
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 14
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 15
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 16
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 17
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 18
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 19
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 2
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 20
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 21
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 22
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 23
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 24
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 25
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 26
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 3
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 32
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 4
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 5
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 6
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 7
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 8
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON DISCRETE 9
Actuator,Schedule:Constant,Schedule Value,ALWAYS OFF DISCRETE
Actuator,Schedule:Constant,Schedule Value,ALWAYS ON CONTINUOUS
Actuator,Material,Surface Property Solar Absorptance,1/2IN GYPSUM
Actuator,Material,Surface Property Thermal Absorptance,1/2IN GYPSUM
Actuator,Material,Surface Property Visible Absorptance,1/2IN GYPSUM
Actuator,Material,Surface Property Solar Absorptance,1IN STUCCO
Actuator,Material,Surface Property Thermal Absorptance,1IN STUCCO
Actuator,Material,Surface Property Visible Absorptance,1IN STUCCO
Actuator,Material,Surface Property Solar Absorptance,8IN CONCRETE HW
Actuator,Material,Surface Property Thermal Absorptance,8IN CONCRETE HW
Actuator,Material,Surface Property Visible Absorptance,8IN CONCRETE HW
Actuator,Material,Surface Property Solar Absorptance,F08 METAL SURFACE
Actuator,Material,Surface Property Thermal Absorptance,F08 METAL SURFACE
Actuator,Material,Surface Property Visible Absorptance,F08 METAL SURFACE
Actuator,Material,Surface Property Solar Absorptance,F16 ACOUSTIC TILE
Actuator,Material,Surface Property Thermal Absorptance,F16 ACOUSTIC TILE
Actuator,Material,Surface Property Visible Absorptance,F16 ACOUSTIC TILE
Actuator,Material,Surface Property Solar Absorptance,G01A 19MM GYPSUM BOARD
Actuator,Material,Surface Property Thermal Absorptance,G01A 19MM GYPSUM BOARD
Actuator,Material,Surface Property Visible Absorptance,G01A 19MM GYPSUM BOARD
Actuator,Material,Surface Property Solar Absorptance,G05 25MM WOOD
Actuator,Material,Surface Property Thermal Absorptance,G05 25MM WOOD
Actuator,Material,Surface Property Visible Absorptance,G05 25MM WOOD
Actuator,Material,Surface Property Solar Absorptance,I01 25MM INSULATION BOARD
Actuator,Material,Surface Property Thermal Absorptance,I01 25MM INSULATION BOARD
Actuator,Material,Surface Property Visible Absorptance,I01 25MM INSULATION BOARD
Actuator,Material,Surface Property Solar Absorptance,M11 100MM LIGHTWEIGHT CONCRETE
Actuator,Material,Surface Property Thermal Absorptance,M11 100MM LIGHTWEIGHT CONCRETE
Actuator,Material,Surface Property Visible Absorptance,M11 100MM LIGHTWEIGHT CONCRETE
Actuator,Material,Surface Property Solar Absorptance,MAT-CC05 4 HW CONCRETE
Actuator,Material,Surface Property Thermal Absorptance,MAT-CC05 4 HW CONCRETE
Actuator,Material,Surface Property Visible Absorptance,MAT-CC05 4 HW CONCRETE
Actuator,Material,Surface Property Solar Absorptance,METAL DECKING
Actuator,Material,Surface Property Thermal Absorptance,METAL DECKING
Actuator,Material,Surface Property Visible Absorptance,METAL DECKING
Actuator,Material,Surface Property Solar Absorptance,ROOF INSULATION [21]
Actuator,Material,Surface Property Thermal Absorptance,ROOF INSULATION [21]
Actuator,Material,Surface Property Visible Absorptance,ROOF INSULATION [21]
Actuator,Material,Surface Property Solar Absorptance,ROOF MEMBRANE
Actuator,Material,Surface Property Thermal Absorptance,ROOF MEMBRANE
Actuator,Material,Surface Property Visible Absorptance,ROOF MEMBRANE
Actuator,Material,Surface Property Solar Absorptance,WALL INSULATION [36]
Actuator,Material,Surface Property Thermal Absorptance,WALL INSULATION [36]
Actuator,Material,Surface Property Visible Absorptance,WALL INSULATION [36]
Actuator,Material,Surface Property Solar Absorptance,CP02 CARPET PAD
Actuator,Material,Surface Property Thermal Absorptance,CP02 CARPET PAD
Actuator,Material,Surface Property Visible Absorptance,CP02 CARPET PAD
Actuator,People,Number of People,2002 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 PEOPLE
Actuator,People,Number of People,2001 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 PEOPLE
Actuator,People,Number of People,2005 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 PEOPLE
Actuator,People,Number of People,2004 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 PEOPLE
Actuator,People,Number of People,2006 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 PEOPLE
Actuator,People,Number of People,2003 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 PEOPLE COPY
Actuator,Lights,Electricity Rate,2002 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 LIGHTS
Actuator,Lights,Electricity Rate,2001 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 LIGHTS
Actuator,Lights,Electricity Rate,2005 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 LIGHTS
Actuator,Lights,Electricity Rate,2003 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 LIGHTS
Actuator,Lights,Electricity Rate,2004 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 LIGHTS
Actuator,Lights,Electricity Rate,2006 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 LIGHTS
Actuator,ElectricEquipment,Electricity Rate,2002 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 ELECTRIC EQUIPMENT
Actuator,ElectricEquipment,Electricity Rate,2001 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 ELECTRIC EQUIPMENT
Actuator,ElectricEquipment,Electricity Rate,2005 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 ELECTRIC EQUIPMENT
Actuator,ElectricEquipment,Electricity Rate,2003 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 ELECTRIC EQUIPMENT
Actuator,ElectricEquipment,Electricity Rate,2004 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 ELECTRIC EQUIPMENT
Actuator,ElectricEquipment,Electricity Rate,2006 189.1-2009 - OFFICE - OPENOFFICE - CZ1-3 ELECTRIC EQUIPMENT
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 2
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 2
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 3
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 3
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 4
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 4
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 5
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 5
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 7
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 7
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 0
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 0
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 1
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 1
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 6
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 6
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 10
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 10
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 11
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 11
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 12
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 12
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 13
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 13
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 8
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 8
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 9
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 9
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 14
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 14
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 17
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 17
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 19
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 19
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 20
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 20
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 21
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 21
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 22
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 22
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 18
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 18
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 15
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 15
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 16
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 16
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 28
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 28
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 29
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 29
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 25
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 25
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 27
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 27
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 30
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 30
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 23
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 23
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 24
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 24
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 26
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 26
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 31
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 31
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 34
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 34
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 35
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 35
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 36
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 36
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 37
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 37
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 32
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 32
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 33
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 33
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 38
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 38
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 41
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 41
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 42
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 42
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 43
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 43
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 44
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 44
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 45
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 45
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 46
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 46
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 39
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 39
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 40
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 40
Actuator,Surface,Interior Surface Convection Heat Transfer Coefficient,FACE 47
Actuator,Surface,Exterior Surface Convection Heat Transfer Coefficient,FACE 47
Actuator,Surface,Construction State,FACE 4
Actuator,Surface,Construction State,FACE 5
Actuator,Surface,Construction State,FACE 7
Actuator,Surface,Construction State,FACE 0
Actuator,Surface,Construction State,FACE 1
Actuator,Surface,Construction State,FACE 6
Actuator,Surface,Construction State,FACE 13
Actuator,Surface,Construction State,FACE 8
Actuator,Surface,Construction State,FACE 9
Actuator,Surface,Construction State,FACE 14
Actuator,Surface,Construction State,FACE 18
Actuator,Surface,Construction State,FACE 15
Actuator,Surface,Construction State,FACE 16
Actuator,Surface,Construction State,FACE 25
Actuator,Surface,Construction State,FACE 27
Actuator,Surface,Construction State,FACE 30
Actuator,Surface,Construction State,FACE 23
Actuator,Surface,Construction State,FACE 24
Actuator,Surface,Construction State,FACE 26
Actuator,Surface,Construction State,FACE 31
Actuator,Surface,Construction State,FACE 37
Actuator,Surface,Construction State,FACE 32
Actuator,Surface,Construction State,FACE 33
Actuator,Surface,Construction State,FACE 38
Actuator,Surface,Construction State,FACE 44
Actuator,Surface,Construction State,FACE 45
Actuator,Surface,Construction State,FACE 46
Actuator,Surface,Construction State,FACE 39
Actuator,Surface,Construction State,FACE 40
Actuator,Surface,Construction State,FACE 47
Actuator,Surface,View Factor To Ground,FACE 4
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 4
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 4
Actuator,Surface,Outdoor Air Wind Speed,FACE 4
Actuator,Surface,Outdoor Air Wind Direction,FACE 4
Actuator,Surface,View Factor To Ground,FACE 5
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 5
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 5
Actuator,Surface,Outdoor Air Wind Speed,FACE 5
Actuator,Surface,Outdoor Air Wind Direction,FACE 5
Actuator,Surface,View Factor To Ground,FACE 7
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 7
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 7
Actuator,Surface,Outdoor Air Wind Speed,FACE 7
Actuator,Surface,Outdoor Air Wind Direction,FACE 7
Actuator,Surface,View Factor To Ground,FACE 1
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 1
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 1
Actuator,Surface,View Factor To Ground,FACE 6
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 6
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 6
Actuator,Surface,Outdoor Air Wind Speed,FACE 6
Actuator,Surface,Outdoor Air Wind Direction,FACE 6
Actuator,Surface,View Factor To Ground,FACE 13
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 13
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 13
Actuator,Surface,Outdoor Air Wind Speed,FACE 13
Actuator,Surface,Outdoor Air Wind Direction,FACE 13
Actuator,Surface,View Factor To Ground,FACE 9
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 9
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 9
Actuator,Surface,View Factor To Ground,FACE 14
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 14
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 14
Actuator,Surface,Outdoor Air Wind Speed,FACE 14
Actuator,Surface,Outdoor Air Wind Direction,FACE 14
Actuator,Surface,View Factor To Ground,FACE 18
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 18
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 18
Actuator,Surface,Outdoor Air Wind Speed,FACE 18
Actuator,Surface,Outdoor Air Wind Direction,FACE 18
Actuator,Surface,View Factor To Ground,FACE 16
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 16
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 16
Actuator,Surface,View Factor To Ground,FACE 25
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 25
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 25
Actuator,Surface,Outdoor Air Wind Speed,FACE 25
Actuator,Surface,Outdoor Air Wind Direction,FACE 25
Actuator,Surface,View Factor To Ground,FACE 27
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 27
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 27
Actuator,Surface,Outdoor Air Wind Speed,FACE 27
Actuator,Surface,Outdoor Air Wind Direction,FACE 27
Actuator,Surface,View Factor To Ground,FACE 30
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 30
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 30
Actuator,Surface,Outdoor Air Wind Speed,FACE 30
Actuator,Surface,Outdoor Air Wind Direction,FACE 30
Actuator,Surface,View Factor To Ground,FACE 24
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 24
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 24
Actuator,Surface,View Factor To Ground,FACE 26
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 26
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 26
Actuator,Surface,Outdoor Air Wind Speed,FACE 26
Actuator,Surface,Outdoor Air Wind Direction,FACE 26
Actuator,Surface,View Factor To Ground,FACE 31
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 31
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 31
Actuator,Surface,Outdoor Air Wind Speed,FACE 31
Actuator,Surface,Outdoor Air Wind Direction,FACE 31
Actuator,Surface,View Factor To Ground,FACE 37
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 37
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 37
Actuator,Surface,Outdoor Air Wind Speed,FACE 37
Actuator,Surface,Outdoor Air Wind Direction,FACE 37
Actuator,Surface,View Factor To Ground,FACE 33
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 33
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 33
Actuator,Surface,View Factor To Ground,FACE 38
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 38
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 38
Actuator,Surface,Outdoor Air Wind Speed,FACE 38
Actuator,Surface,Outdoor Air Wind Direction,FACE 38
Actuator,Surface,View Factor To Ground,FACE 44
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 44
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 44
Actuator,Surface,Outdoor Air Wind Speed,FACE 44
Actuator,Surface,Outdoor Air Wind Direction,FACE 44
Actuator,Surface,View Factor To Ground,FACE 45
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 45
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 45
Actuator,Surface,Outdoor Air Wind Speed,FACE 45
Actuator,Surface,Outdoor Air Wind Direction,FACE 45
Actuator,Surface,View Factor To Ground,FACE 46
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 46
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 46
Actuator,Surface,Outdoor Air Wind Speed,FACE 46
Actuator,Surface,Outdoor Air Wind Direction,FACE 46
Actuator,Surface,View Factor To Ground,FACE 40
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 40
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 40
Actuator,Surface,View Factor To Ground,FACE 47
Actuator,Surface,Outdoor Air Drybulb Temperature,FACE 47
Actuator,Surface,Outdoor Air Wetbulb Temperature,FACE 47
Actuator,Surface,Outdoor Air Wind Speed,FACE 47
Actuator,Surface,Outdoor Air Wind Direction,FACE 47
Actuator,Zone,Outdoor Air Drybulb Temperature,THERMAL ZONE 1
Actuator,Zone,Outdoor Air Wetbulb Temperature,THERMAL ZONE 1
Actuator,Zone,Outdoor Air Wind Speed,THERMAL ZONE 1
Actuator,Zone,Outdoor Air Wind Direction,THERMAL ZONE 1
Actuator,Zone,Outdoor Air Drybulb Temperature,THERMAL ZONE 2
Actuator,Zone,Outdoor Air Wetbulb Temperature,THERMAL ZONE 2
Actuator,Zone,Outdoor Air Wind Speed,THERMAL ZONE 2
Actuator,Zone,Outdoor Air Wind Direction,THERMAL ZONE 2
Actuator,Zone,Outdoor Air Drybulb Temperature,THERMAL ZONE 3
Actuator,Zone,Outdoor Air Wetbulb Temperature,THERMAL ZONE 3
Actuator,Zone,Outdoor Air Wind Speed,THERMAL ZONE 3
Actuator,Zone,Outdoor Air Wind Direction,THERMAL ZONE 3
Actuator,Zone,Outdoor Air Drybulb Temperature,THERMAL ZONE 4
Actuator,Zone,Outdoor Air Wetbulb Temperature,THERMAL ZONE 4
Actuator,Zone,Outdoor Air Wind Speed,THERMAL ZONE 4
